,link,address,area,bedrooms,bathrooms,garages,others,price,condo,date,neighborhood,zona
604,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-terras-do-sul-bairros-sao-jose-dos-campos-com-garagem-50m2-aluguel-RS910-id-2522007999/,"Rua Ângelo Bravini - Jardim Terras do Sul, São José dos Campos - SP",50,2,1,1.0,"Churrasqueira, Salão de festas, Playground, Vigia, Interfone",910,290.0,2021-06-20 09:34:00,Jardim Terras do Sul,Sul
613,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-satelite-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS1500-id-2514644391/,"Rua Porto Novo - Jardim Satélite, São José dos Campos - SP",70,3,2,1.0,"Piscina, Salão de festas, Playground, Quadra poliesportiva, Vigia",1500,450.0,2021-06-20 09:34:00,Jardim Satélite,Sul
617,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-satelite-bairros-sao-jose-dos-campos-com-garagem-75m2-aluguel-RS1100-id-2511805444/,"Rua Porto Novo, 01 - Jardim Satélite, São José dos Campos - SP",75,3,2,1.0,"Jardim, Cozinha",1100,500.0,2021-06-20 09:34:00,Jardim Satélite,Sul
645,https://www.vivareal.com.br/imovel/apartamento-3-quartos-floradas-de-sao-jose-bairros-sao-jose-dos-campos-com-garagem-75m2-aluguel-RS1700-id-2524078986/,"Rua José Augusto dos Santos - Floradas de São José, São José dos Campos - SP",75,3,1,2.0,"Elevador, Piscina, Churrasqueira, Salão de festas, Playground",1700,470.0,2021-06-20 09:35:00,Floradas de São José,Sul
648,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-satelite-bairros-sao-jose-dos-campos-com-garagem-65m2-aluguel-RS1450-id-2521453281/,"Jardim Satélite, São José dos Campos - SP",65,2,2,2.0,"Elevador, Piscina, Área de serviço, Churrasqueira, Varanda",1450,398.0,2021-06-20 09:35:00,Jardim Satélite,Sul
656,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-america-bairros-sao-jose-dos-campos-com-garagem-45m2-aluguel-RS900-id-2520607973/,"Avenida Guadalupe - Jardim América, São José dos Campos - SP",45,2,1,1.0,"Piscina, Área de serviço, Condomínio fechado, Lavanderia, Cozinha",900,250.0,2021-06-20 09:35:00,Jardim América,Sul
716,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-satelite-bairros-sao-jose-dos-campos-com-garagem-46m2-aluguel-RS1500-id-2521316579/,"Avenida Cidade Jardim - Jardim Satélite, São José dos Campos - SP",46,2,1,1.0,"Elevador, Piscina, Área de serviço, Churrasqueira, Quadra poliesportiva",1500,0.0,2021-06-20 09:35:00,Jardim Satélite,Sul
742,https://www.vivareal.com.br/imovel/apartamento-2-quartos-residencial-bosque-dos-ipes-bairros-sao-jose-dos-campos-com-garagem-63m2-aluguel-RS1200-id-2519594322/,"Residencial Bosque dos Ipês, São José dos Campos - SP",63,2,2,1.0,"Varanda, Condomínio fechado, Cozinha, Garagem",1200,230.0,2021-06-20 09:35:00,Residencial Bosque dos Ipês,Sul
758,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-america-bairros-sao-jose-dos-campos-com-garagem-57m2-aluguel-RS1000-id-2520834037/,"Rua Haiti - Jardim América, São José dos Campos - SP",57,2,2,1.0,0,1000,312.0,2021-06-20 09:35:00,Jardim América,Sul
760,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-satelite-bairros-sao-jose-dos-campos-com-garagem-75m2-aluguel-RS2100-id-2523384179/,"Jardim Satélite, São José dos Campos - SP",75,2,1,1.0,"Elevador, Piscina, Varanda, Quadra poliesportiva, Condomínio fechado",2100,340.0,2021-06-20 09:35:00,Jardim Satélite,Sul
808,https://www.vivareal.com.br/imovel/apartamento-3-quartos-floradas-de-sao-jose-bairros-sao-jose-dos-campos-77m2-aluguel-RS1500-id-2520719359/,"Floradas de São José, São José dos Campos - SP",77,3,1,0.0,0,1500,600.0,2021-06-20 09:36:00,Floradas de São José,Sul
811,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oriente-bairros-sao-jose-dos-campos-com-garagem-60m2-aluguel-RS1350-id-2523242390/,"Rua Colombo, 85 - Jardim Oriente, São José dos Campos - SP",60,2,1,1.0,"Churrasqueira, Salão de festas, Jardim, Salão de jogos, Portão eletrônico",1350,0.0,2021-06-20 09:36:00,Jardim Oriente,Sul
818,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-america-bairros-sao-jose-dos-campos-com-garagem-63m2-aluguel-RS1400-id-2518029984/,"Jardim América, São José dos Campos - SP",63,2,2,1.0,0,1400,433.0,2021-06-20 09:36:00,Jardim América,Sul
861,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bosque-dos-eucaliptos-bairros-sao-jose-dos-campos-com-garagem-49m2-aluguel-RS900-id-2499577492/,"Bosque dos Eucaliptos, São José dos Campos - SP",49,2,1,1.0,"Piscina, Churrasqueira, Salão de festas, Playground, Condomínio fechado",900,0.0,2021-06-20 09:36:00,Bosque dos Eucaliptos,Sul
867,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-satelite-bairros-sao-jose-dos-campos-com-garagem-45m2-aluguel-RS800-id-2521210686/,"Rua Polar - Jardim Satélite, São José dos Campos - SP",45,2,1,1.0,Condomínio fechado,800,350.0,2021-06-20 09:36:00,Jardim Satélite,Sul
900,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-satelite-bairros-sao-jose-dos-campos-com-garagem-73m2-venda-RS370000-id-2488747719/,"Rua Cedral - Jardim Satélite, São José dos Campos - SP",73,3,2,1.0,Varanda,1550,375.0,2021-06-20 09:36:00,Jardim Satélite,Sul
902,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bosque-dos-eucaliptos-bairros-sao-jose-dos-campos-com-garagem-47m2-aluguel-RS1000-id-2522941698/,"Bosque dos Eucaliptos, São José dos Campos - SP",47,2,1,1.0,0,1000,340.0,2021-06-20 09:36:00,Bosque dos Eucaliptos,Sul
906,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-industrial-bairros-sao-jose-dos-campos-com-garagem-80m2-aluguel-RS2000-id-2524077555/,"Rua Penedo - Parque Industrial, São José dos Campos - SP",80,2,1,2.0,"Elevador, Varanda",2000,405.0,2021-06-20 09:36:00,Parque Industrial,Sul
908,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-morumbi-bairros-sao-jose-dos-campos-com-garagem-60m2-aluguel-RS800-id-2522107184/,"Rua Gisele Martins - Cidade Morumbi, São José dos Campos - SP",60,2,1,1.0,"Piscina, Churrasqueira",800,421.0,2021-06-20 09:36:00,Cidade Morumbi,Sul
916,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oriente-bairros-sao-jose-dos-campos-com-garagem-50m2-aluguel-RS1200-id-2517681517/,"Rua das Chácaras - Jardim Oriente, São José dos Campos - SP",50,2,1,1.0,0,1200,340.0,2021-06-20 09:36:00,Jardim Oriente,Sul
960,https://www.vivareal.com.br/imovel/apartamento-2-quartos-floradas-de-sao-jose-bairros-sao-jose-dos-campos-com-garagem-50m2-aluguel-RS750-id-2522125899/,"Rua João Fonseca dos Santos - Floradas de São José, São José dos Campos - SP",50,2,1,1.0,"Vigia, Interfone",750,400.0,2021-06-20 09:37:00,Floradas de São José,Sul
961,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-satelite-bairros-sao-jose-dos-campos-com-garagem-48m2-aluguel-RS950-id-2521112377/,"Rua Antares - Jardim Satélite, São José dos Campos - SP",48,2,1,1.0,0,950,317.0,2021-06-20 09:37:00,Jardim Satélite,Sul
969,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-petropolis-bairros-sao-jose-dos-campos-com-garagem-58m2-venda-RS307000-id-2514263104/,"Jardim Petrópolis, São José dos Campos - SP",58,2,2,1.0,"Varanda, Cozinha, Garagem",1450,350.0,2021-06-20 09:37:00,Jardim Petrópolis,Sul
974,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-terras-do-sul-bairros-sao-jose-dos-campos-com-garagem-50m2-aluguel-RS700-id-2522815510/,"Jardim Terras do Sul, São José dos Campos - SP",50,2,1,1.0,"Cozinha, Segurança 24h",700,283.0,2021-06-20 09:37:00,Jardim Terras do Sul,Sul
1005,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-satelite-bairros-sao-jose-dos-campos-com-garagem-46m2-aluguel-RS950-id-2522941179/,"Jardim Satélite, São José dos Campos - SP",46,1,1,1.0,"Área de serviço, Cozinha",950,348.0,2021-06-20 09:37:00,Jardim Satélite,Sul
1006,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-vale-do-sol-bairros-sao-jose-dos-campos-com-garagem-52m2-venda-RS200000-id-2521445694/,"Rua Salvador Lahoz - Jardim Vale do Sol, São José dos Campos - SP",52,2,1,1.0,0,900,130.0,2021-06-20 09:37:00,Jardim Vale do Sol,Sul
1026,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-satelite-bairros-sao-jose-dos-campos-com-garagem-40m2-aluguel-RS1300-id-2518159941/,"Rua Pedro Tursi - Jardim Satélite, São José dos Campos - SP",40,1,1,1.0,0,1300,236.0,2021-06-20 09:37:00,Jardim Satélite,Sul
1027,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-america-bairros-sao-jose-dos-campos-com-garagem-63m2-aluguel-RS1550-id-2522218361/,"Rua Merida, 128 - Jardim América, São José dos Campos - SP",63,2,2,1.0,"Salão de festas, Playground, Condomínio fechado, Varanda gourmet, Cozinha americana",1550,270.0,2021-06-20 09:37:00,Jardim América,Sul
1036,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oriente-bairros-sao-jose-dos-campos-com-garagem-50m2-aluguel-RS1370-id-2521219777/,"Jardim Oriente, São José dos Campos - SP",50,2,1,1.0,"Piscina, Churrasqueira, Playground, Varanda",1370,230.0,2021-06-20 09:37:00,Jardim Oriente,Sul
1038,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oriente-bairros-sao-jose-dos-campos-com-garagem-63m2-aluguel-RS1500-id-2522265287/,"Rua Tottoni - Jardim Oriente, São José dos Campos - SP",63,2,2,1.0,"Elevador, Área de serviço, Varanda, Espaço gourmet, Cozinha",1500,290.0,2021-06-20 09:37:00,Jardim Oriente,Sul
1059,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oriente-bairros-sao-jose-dos-campos-com-garagem-54m2-aluguel-RS1150-id-2524254016/,"Rua Tupi - Jardim Oriente, São José dos Campos - SP",54,2,1,1.0,"Espaço gourmet, Salão de jogos",1150,230.0,2021-06-20 09:37:00,Jardim Oriente,Sul
1073,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-satelite-bairros-sao-jose-dos-campos-com-garagem-62m2-aluguel-RS1650-id-2502599173/,"Rua da Alegria, 48 - Jardim Satélite, São José dos Campos - SP",62,2,1,1.0,"Elevador, Cozinha, Interfone",1650,416.0,2021-06-20 09:37:00,Jardim Satélite,Sul
1076,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bosque-dos-eucaliptos-bairros-sao-jose-dos-campos-com-garagem-48m2-aluguel-RS800-id-2521060334/,"Avenida Ouro Fino - Bosque dos Eucaliptos, São José dos Campos - SP",48,2,1,1.0,"Área de serviço, Churrasqueira, Sistema de alarme, Cozinha, Interfone",800,390.0,2021-06-20 09:37:00,Bosque dos Eucaliptos,Sul
1101,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-morumbi-bairros-sao-jose-dos-campos-com-garagem-42m2-venda-RS250000-id-2523316309/,"Cidade Morumbi, São José dos Campos - SP",42,2,2,1.0,"Área de serviço, Churrasqueira, Condomínio fechado, Sistema de alarme, Cozinha",790,190.0,2021-06-20 09:38:00,Cidade Morumbi,Sul
1123,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bosque-dos-eucaliptos-bairros-sao-jose-dos-campos-10m2-aluguel-RS540-id-2517138709/,"Rua Itapeva - Bosque dos Eucaliptos, São José dos Campos - SP",10,1,1,0.0,0,540,50.0,2021-06-20 09:38:00,Bosque dos Eucaliptos,Sul
1127,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bosque-dos-eucaliptos-bairros-sao-jose-dos-campos-50m2-aluguel-RS960-id-2523923083/,"Praça José Carlos Bastos - Bosque dos Eucaliptos, São José dos Campos - SP",50,1,1,0.0,0,960,0.0,2021-06-20 09:38:00,Bosque dos Eucaliptos,Sul
1160,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-industrial-bairros-sao-jose-dos-campos-com-garagem-45m2-aluguel-RS1500-id-2457639382/,"Rua José Cobra - Parque Industrial, São José dos Campos - SP",45,2,1,1.0,0,1500,300.0,2021-06-20 09:38:00,Parque Industrial,Sul
1185,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bosque-dos-eucaliptos-bairros-sao-jose-dos-campos-com-garagem-49m2-aluguel-RS1200-id-2522518608/,"Rua Lamartine Maia da Silva Torres - Bosque dos Eucaliptos, São José dos Campos - SP",49,2,1,1.0,"Piscina, Churrasqueira, Salão de festas, Playground, Quadra poliesportiva",1200,280.0,2021-06-20 09:38:00,Bosque dos Eucaliptos,Sul
1190,https://www.vivareal.com.br/imovel/apartamento-3-quartos-floradas-de-sao-jose-bairros-sao-jose-dos-campos-com-garagem-96m2-aluguel-RS1650-id-2521067318/,"Rua da Alegria - Floradas de São José, São José dos Campos - SP",96,3,1,2.0,"Elevador, Piscina, Salão de festas, Playground, Varanda",1650,600.0,2021-06-20 09:38:00,Floradas de São José,Sul
1198,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-interlagos-bairros-sao-jose-dos-campos-com-garagem-48m2-venda-RS160000-id-2519054496/,"Parque Interlagos, São José dos Campos - SP",48,2,1,1.0,Churrasqueira,600,270.0,2021-06-20 09:38:00,Parque Interlagos,Sul
1209,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bosque-dos-eucaliptos-bairros-sao-jose-dos-campos-com-garagem-20m2-aluguel-RS2300-id-2518544710/,"Bosque dos Eucaliptos, São José dos Campos - SP",20,3,2,1.0,0,2300,0.0,2021-06-20 09:38:00,Bosque dos Eucaliptos,Sul
1227,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-terras-do-sul-bairros-sao-jose-dos-campos-com-garagem-50m2-aluguel-RS1100-id-2522855354/,"Avenida Fusanobu Yokota, 148 - Jardim Terras do Sul, São José dos Campos - SP",50,2,1,1.0,"Playground, Condomínio fechado, Portão eletrônico",1100,260.0,2021-06-20 09:38:00,Jardim Terras do Sul,Sul
1231,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-america-bairros-sao-jose-dos-campos-com-garagem-50m2-aluguel-RS1000-id-2523785506/,"Rua Iraci Gonçalves Ferreira - Jardim América, São José dos Campos - SP",50,2,1,1.0,"Piscina, Área de serviço, Churrasqueira, Salão de festas, Playground",1000,190.0,2021-06-20 09:38:00,Jardim América,Sul
1247,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bosque-dos-eucaliptos-bairros-sao-jose-dos-campos-com-garagem-46m2-aluguel-RS730-id-2522209171/,"Avenida Salinas - Bosque dos Eucaliptos, São José dos Campos - SP",46,2,1,1.0,"Piscina, Churrasqueira, Salão de festas, Playground, Segurança 24h",730,320.0,2021-06-20 09:39:00,Bosque dos Eucaliptos,Sul
1274,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bosque-dos-eucaliptos-bairros-sao-jose-dos-campos-com-garagem-48m2-aluguel-RS1400-id-2516344638/,"Bosque dos Eucaliptos, São José dos Campos - SP",48,2,1,1.0,"Piscina, Área de serviço, Churrasqueira, Salão de festas, Playground",1400,0.0,2021-06-20 09:39:00,Bosque dos Eucaliptos,Sul
1275,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-del-rey-bairros-sao-jose-dos-campos-com-garagem-65m2-aluguel-RS1200-id-2521065172/,"Rua José Bonifácio de Oliveira - Jardim Del Rey, São José dos Campos - SP",65,2,1,1.0,"Churrasqueira, Salão de festas, Varanda",1200,304.0,2021-06-20 09:39:00,Jardim Del Rey,Sul
1285,https://www.vivareal.com.br/imovel/apartamento-2-quartos-floradas-de-sao-jose-bairros-sao-jose-dos-campos-com-garagem-58m2-aluguel-RS2000-id-2523428691/,"Rua da Alegria - Floradas de São José, São José dos Campos - SP",58,2,1,1.0,"Piscina, Salão de festas, Playground, Vigia, Interfone",2000,0.0,2021-06-20 09:39:00,Floradas de São José,Sul
1296,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-industrial-bairros-sao-jose-dos-campos-com-garagem-70m2-venda-RS430000-id-2519549329/,"Rua Penedo - Parque Industrial, São José dos Campos - SP",70,2,2,2.0,"Piscina, Área de serviço, Churrasqueira, Quadra poliesportiva, Interfone",1800,410.0,2021-06-20 09:39:00,Parque Industrial,Sul
1302,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-terras-do-sul-bairros-sao-jose-dos-campos-com-garagem-55m2-venda-RS215000-id-2520345160/,"Jardim Terras do Sul, São José dos Campos - SP",55,2,1,1.0,Condomínio fechado,1250,300.0,2021-06-20 09:39:00,Jardim Terras do Sul,Sul
1333,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-satelite-bairros-sao-jose-dos-campos-com-garagem-58m2-aluguel-RS1200-id-2515437495/,"Rua Pedro Tursi - Jardim Satélite, São José dos Campos - SP",58,2,1,1.0,"Elevador, Vigia, Interfone",1200,380.0,2021-06-20 09:39:00,Jardim Satélite,Sul
1337,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-veneza-bairros-sao-jose-dos-campos-com-garagem-84m2-aluguel-RS2000-id-2523898119/,"Rua Penedo - Jardim Veneza, São José dos Campos - SP",84,2,2,2.0,"Elevador, Piscina, Área de serviço, Churrasqueira, Salão de festas",2000,405.0,2021-06-20 09:39:00,Jardim Veneza,Sul
1367,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-vale-do-sol-bairros-sao-jose-dos-campos-com-garagem-50m2-aluguel-RS1250-id-2521677981/,"Rua Abaré - Jardim Vale do Sol, São José dos Campos - SP",50,2,1,1.0,0,1250,290.0,2021-06-20 09:39:00,Jardim Vale do Sol,Sul
1372,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bosque-dos-eucaliptos-bairros-sao-jose-dos-campos-com-garagem-48m2-aluguel-RS700-id-2523522979/,"Bosque dos Eucaliptos, São José dos Campos - SP",48,2,1,1.0,"Piscina, Churrasqueira, Salão de festas, Playground, Varanda",700,350.0,2021-06-20 09:39:00,Bosque dos Eucaliptos,Sul
1386,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-satelite-bairros-sao-jose-dos-campos-com-garagem-76m2-aluguel-RS1500-id-2523428888/,"Rua Cedral - Jardim Satélite, São José dos Campos - SP",76,3,1,1.0,"Elevador, Piscina, Churrasqueira, Salão de festas, Varanda",1500,430.0,2021-06-20 09:40:00,Jardim Satélite,Sul
1389,https://www.vivareal.com.br/imovel/apartamento-2-quartos-palmeiras-de-sao-jose-bairros-sao-jose-dos-campos-com-garagem-65m2-aluguel-RS1600-id-2515311497/,"Rua José Cobra - Palmeiras de São José, São José dos Campos - SP",65,2,2,1.0,"Piscina, Churrasqueira, Quadra poliesportiva, TV a cabo, Interfone",1600,396.0,2021-06-20 09:40:00,Palmeiras de São José,Sul
1400,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-industrial-bairros-sao-jose-dos-campos-com-garagem-46m2-aluguel-RS1300-id-2521980582/,"Parque Industrial, São José dos Campos - SP",46,2,1,1.0,"Área de serviço, Churrasqueira, Salão de festas, Varanda, Circuito de segurança",1300,300.0,2021-06-20 09:40:00,Parque Industrial,Sul
1404,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-satelite-bairros-sao-jose-dos-campos-com-garagem-47m2-aluguel-RS1000-id-2517086196/,"Jardim Satélite, São José dos Campos - SP",47,2,1,1.0,"Churrasqueira, Salão de festas, Varanda, Aquecimento, Segurança 24h",1000,375.0,2021-06-20 09:40:00,Jardim Satélite,Sul
1409,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-terras-do-sul-bairros-sao-jose-dos-campos-com-garagem-54m2-aluguel-RS1000-id-2523583518/,"Jardim Terras do Sul, São José dos Campos - SP",54,2,1,1.0,"Varanda, Varanda gourmet, Segurança 24h",1000,280.0,2021-06-20 09:40:00,Jardim Terras do Sul,Sul
1422,https://www.vivareal.com.br/imovel/apartamento-2-quartos-palmeiras-de-sao-jose-bairros-sao-jose-dos-campos-com-garagem-46m2-aluguel-RS1100-id-2523512611/,"Rua Raimundo Barbosa Nogueira, 451 - Palmeiras de São José, São José dos Campos - SP",46,2,1,1.0,"Elevador, Churrasqueira, Salão de festas, Playground, Quadra poliesportiva",1100,300.0,2021-06-20 09:40:00,Palmeiras de São José,Sul
1424,https://www.vivareal.com.br/imovel/apartamento-3-quartos-floradas-de-sao-jose-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS1400-id-2518243076/,"Rua Francisca Maria de Jesus - Floradas de São José, São José dos Campos - SP",70,3,1,1.0,0,1400,0.0,2021-06-20 09:40:00,Floradas de São José,Sul
1426,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-industrial-bairros-sao-jose-dos-campos-com-garagem-50m2-venda-RS200000-id-2521002328/,"Avenida George Eastman - Parque Industrial, São José dos Campos - SP",50,2,1,1.0,"Salão de festas, Condomínio fechado, Aceita animais, Portaria 24h",980,264.0,2021-06-20 09:40:00,Parque Industrial,Sul
